frame.frame.encap_type,frame.frame.time,frame.frame.time_utc,frame.frame.time_epoch,frame.frame.offset_shift,frame.frame.time_delta,frame.frame.time_delta_displayed,frame.frame.time_relative,frame.frame.number,frame.frame.len,frame.frame.cap_len,frame.frame.marked,frame.frame.ignored,frame.frame.protocols,sll.sll.etype,sll.sll.ifindex,sll.sll.hatype,sll.sll.pkttype,sll.sll.halen,sll.sll.src.eth,sll.sll.unused,ip.ip.version,ip.ip.hdr_len,ip.ip.dsfield,ip.ip.dsfield_tree,ip.ip.len,ip.ip.id,ip.ip.flags,ip.ip.flags_tree,ip.ip.frag_offset,ip.ip.ttl,ip.ip.proto,ip.ip.checksum,ip.ip.checksum.status,ip.ip.src,ip.ip.addr,ip.ip.src_host,ip.ip.host,ip.ip.dst,ip.ip.dst_host,udp.udp.srcport,udp.udp.dstport,udp.udp.port,udp.udp.length,udp.udp.checksum,udp.udp.checksum.status,udp.udp.stream,udp.Timestamps,udp.udp.payload,dns.dns.id,dns.dns.flags,dns.dns.flags_tree,dns.dns.count.queries,dns.dns.count.answers,dns.dns.count.auth_rr,dns.dns.count.add_rr,dns.Queries,dns.Additional records,dns.Answers,dns.dns.unsolicited,dns.dns.response_to,dns.dns.time,dns.Authoritative nameservers,udp.udp.srcport_tree,udp.udp.dstport_tree
210,"Nov 14, 2025 22:29:01.179063000 +06","Nov 14, 2025 16:29:01.179063000 UTC",1763137741.179063000,0,4.004447,4.004447,162.69714,149,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x7728,2,0,"{'udp.time_relative': '162.697140000', 'udp.time_delta': '4.004447000'}",58:78:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:73:79:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x5878,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoysy.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoysy.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"Nov 14, 2025 22:29:01.270752000 +06","Nov 14, 2025 16:29:01.270752000 UTC",1763137741.270752000,0,0.091689,0.091689,162.788829,150,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:02,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0x15f3,2,0,"{'udp.time_relative': '162.788829000', 'udp.time_delta': '0.091689000'}",3a:49:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:73:71:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:c0:00,0x3a49,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoysq.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoysq.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoysq.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoysq.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,147,4.186427,,,
210,"Nov 14, 2025 22:29:05.274478000 +06","Nov 14, 2025 16:29:05.274478000 UTC",1763137745.274478000,0,4.003726,4.003726,166.792555,151,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x70f8,2,0,"{'udp.time_relative': '166.792555000', 'udp.time_delta': '4.003726000'}",76:a7:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:74:61:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x76a7,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoyta.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyta.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:29:05.366502000 +06","Nov 14, 2025 16:29:05.366502000 UTC",1763137745.366502000,0,0.092024,0.092024,166.884579,152,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:01,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0xefc3,2,0,"{'udp.time_relative': '166.884579000', 'udp.time_delta': '0.092024000'}",58:78:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:73:79:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:c0:00,0x5878,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoysy.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoysy.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoysy.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoysy.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,149,4.187439,,,
210,"Nov 14, 2025 22:29:09.371084000 +06","Nov 14, 2025 16:29:09.371084000 UTC",1763137749.371084000,0,4.004582,4.004582,170.889161,153,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x4ac9,2,0,"{'udp.time_relative': '170.889161000', 'udp.time_delta': '4.004582000'}",94:d6:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:74:69:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x94d6,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoyti.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyti.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:29:09.466462000 +06","Nov 14, 2025 16:29:09.466462000 UTC",1763137749.466462000,0,0.095378,0.095378,170.984539,154,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0xe993,2,0,"{'udp.time_relative': '170.984539000', 'udp.time_delta': '0.095378000'}",76:a7:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:74:61:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:c0:00,0x76a7,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoyta.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyta.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoyta.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoyta.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,151,4.191984,,,
210,"Nov 14, 2025 22:29:13.471183000 +06","Nov 14, 2025 16:29:13.471183000 UTC",1763137753.471183000,0,4.004721,4.004721,174.98926,155,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x249a,2,0,"{'udp.time_relative': '174.989260000', 'udp.time_delta': '4.004721000'}",b3:05:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:74:71:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0xb305,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoytq.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoytq.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:29:13.559253000 +06","Nov 14, 2025 16:29:13.559253000 UTC",1763137753.559253000,0,0.08807,0.08807,175.07733,156,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:02,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0xc364,2,0,"{'udp.time_relative': '175.077330000', 'udp.time_delta': '0.088070000'}",94:d6:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:74:69:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:c0:00,0x94d6,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoyti.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyti.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoyti.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoyti.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,153,4.188169,,,
210,"Nov 14, 2025 22:29:17.563608000 +06","Nov 14, 2025 16:29:17.563608000 UTC",1763137757.563608000,0,4.004355,4.004355,179.081685,157,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0xfe6a,2,0,"{'udp.time_relative': '179.081685000', 'udp.time_delta': '4.004355000'}",d1:34:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:74:79:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0xd134,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoyty.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyty.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:29:17.657108000 +06","Nov 14, 2025 16:29:17.657108000 UTC",1763137757.657108000,0,0.0935,0.0935,179.175185,158,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0x9d35,2,0,"{'udp.time_relative': '179.175185000', 'udp.time_delta': '0.093500000'}",b3:05:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:74:71:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:c0:00,0xb305,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoytq.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoytq.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoytq.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoytq.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,155,4.185925,,,
210,"Nov 14, 2025 22:29:19.585065000 +06","Nov 14, 2025 16:29:19.585065000 UTC",1763137759.585065000,0,1.927957,1.927957,181.103142,159,85,85,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",65,0x1955,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x9f64,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,33881,53,53,45,0x8175,2,18,"{'udp.time_relative': '0.000000000', 'udp.time_delta': '0.000000000'}",67:bf:01:00:00:01:00:00:00:00:00:00:04:6d:61:69:6e:0a:76:73:63:6f:64:65:2d:63:64:6e:03:6e:65:74:00:00:01:00:01,0x67bf,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'main.vscode-cdn.net: type A, class IN': {'dns.qry.name': 'main.vscode-cdn.net', 'dns.qry.name.len': '19', 'dns.count.labels': '3', 'dns.qry.type': '1', 'dns.qry.class': '0x0001'}}",,,,,,,,
210,"Nov 14, 2025 22:29:19.585253000 +06","Nov 14, 2025 16:29:19.585253000 UTC",1763137759.585253000,0,0.000188,0.000188,181.10333,160,85,85,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,8:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",65,0xe8a3,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xd015,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,22058,53,53,45,0xe856,2,19,"{'udp.time_relative': '0.000000000', 'udp.time_delta': '0.000000000'}",ef:0c:01:00:00:01:00:00:00:00:00:00:04:6d:61:69:6e:0a:76:73:63:6f:64:65:2d:63:64:6e:03:6e:65:74:00:00:41:00:01,0xef0c,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'main.vscode-cdn.net: type HTTPS, class IN': {'dns.qry.name': 'main.vscode-cdn.net', 'dns.qry.name.len': '19', 'dns.count.labels': '3', 'dns.qry.type': '65', 'dns.qry.class': '0x0001'}}",,,,,,,,
210,"Nov 14, 2025 22:29:19.600637000 +06","Nov 14, 2025 16:29:19.600637000 UTC",1763137759.600637000,0,0.015384,0.015384,181.118714,161,254,254,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,71:61,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",234,0x971c,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x20f4,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,33881,33881,214,0x1904,2,18,"{'udp.time_relative': '0.015572000', 'udp.time_delta': '0.015572000'}",67:bf:81:80:00:01:00:06:00:00:00:00:04:6d:61:69:6e:0a:76:73:63:6f:64:65:2d:63:64:6e:03:6e:65:74:00:00:01:00:01:c0:0c:00:05:00:01:00:00:00:d4:00:19:0a:76:73:63:6f:64:65:2d:63:64:6e:03:7a:30:31:07:61:7a:75:72:65:66:64:c0:1c:c0:31:00:05:00:01:00:00:00:30:00:14:06:6d:72:2d:7a:30:31:0a:74:6d:2d:61:7a:75:72:65:66:64:c0:1c:c0:56:00:05:00:01:00:00:00:f1:00:2a:04:73:68:65:64:08:64:75:61:6c:2d:6c:6f:77:09:70:61:72:74:2d:30:30:34:30:06:74:2d:30:30:30:39:08:74:2d:6d:73:65:64:67:65:c0:1c:c0:76:00:05:00:01:00:00:00:83:00:02:c0:84:c0:84:00:01:00:01:00:00:00:f1:00:04:0d:6b:d5:44:c0:84:00:01:00:01:00:00:00:f1:00:04:0d:6b:f6:44,0x67bf,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,6,0,0,"{'main.vscode-cdn.net: type A, class IN': {'dns.qry.name': 'main.vscode-cdn.net', 'dns.qry.name.len': '19', 'dns.count.labels': '3', 'dns.qry.type': '1', 'dns.qry.class': '0x0001'}}",,"{'main.vscode-cdn.net: type CNAME, class IN, cname vscode-cdn.z01.azurefd.net': {'dns.resp.name': 'main.vscode-cdn.net', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '212', 'dns.resp.len': '25', 'dns.cname': 'vscode-cdn.z01.azurefd.net'}, 'vscode-cdn.z01.azurefd.net: type CNAME, class IN, cname mr-z01.tm-azurefd.net': {'dns.resp.name': 'vscode-cdn.z01.azurefd.net', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '48', 'dns.resp.len': '20', 'dns.cname': 'mr-z01.tm-azurefd.net'}, 'mr-z01.tm-azurefd.net: type CNAME, class IN, cname shed.dual-low.part-0040.t-0009.t-msedge.net': {'dns.resp.name': 'mr-z01.tm-azurefd.net', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '241', 'dns.resp.len': '42', 'dns.cname': 'shed.dual-low.part-0040.t-0009.t-msedge.net'}, 'shed.dual-low.part-0040.t-0009.t-msedge.net: type CNAME, class IN, cname part-0040.t-0009.t-msedge.net': {'dns.resp.name': 'shed.dual-low.part-0040.t-0009.t-msedge.net', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '131', 'dns.resp.len': '2', 'dns.cname': 'part-0040.t-0009.t-msedge.net'}, 'part-0040.t-0009.t-msedge.net: type A, class IN, addr 13.107.213.68': {'dns.resp.name': 'part-0040.t-0009.t-msedge.net', 'dns.resp.type': '1', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '241', 'dns.resp.len': '4', 'dns.a': '13.107.213.68'}, 'part-0040.t-0009.t-msedge.net: type A, class IN, addr 13.107.246.68': {'dns.resp.name': 'part-0040.t-0009.t-msedge.net', 'dns.resp.type': '1', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '241', 'dns.resp.len': '4', 'dns.a': '13.107.246.68'}}",,159,0.015572,,,
